Card ID,Card Name,Card URL,Card Description,Labels,Members,Due Date,Attachment Count,Attachment Links,Checklist Item Total Count,Checklist Item Completed Count,Vote Count,Comment Count,Last Activity Date,List ID,List Name,Board ID,Board Name,Archived,Start Date,Due Complete,Due Reminder
68e1baeefd6155b34415baf6,Buscar un producto electrónico.,https://trello.com/c/1uoIwysv/1-buscar-un-producto-electr%C3%B3nico,"Como cliente, quiero poder buscar un producto electrónico por nombre para ver sus distintas ofertas en distintas tiendas.",,,,0,,4,0,0,0,2025-10-05T00:41:38.857Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1bbc69287cd487ac54c73,Ver comparación de precios por tienda.,https://trello.com/c/P3QOcwRi/2-ver-comparaci%C3%B3n-de-precios-por-tienda,"Como cliente, quiero ver en una sola pantalla los distintos precios de un mismo producto para elegir la mejor oferta.",,,,0,,2,0,0,0,2025-10-05T00:41:42.899Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1bca3f0ed3d65c000be8a,Ver tiempo de entrega estimado.,https://trello.com/c/m3Mdj2Bg/3-ver-tiempo-de-entrega-estimado,"Como cliente, quiero saber cuanto tardará en llegar cada producto si lo compro en cada tienda.",,,,0,,2,0,0,0,2025-10-05T00:41:45.208Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1bd5030256b37e0df0845,Inicio de sesión en el sistema.,https://trello.com/c/kCIRop5v/4-inicio-de-sesi%C3%B3n-en-el-sistema,"Como cliente, quiero poder registrarme en la plataforma e iniciar sesión a través de ella.",,,,0,,3,0,0,0,2025-10-05T00:37:34.603Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1be414c245a1672277a2f,Ver fecha de la última actualización.,https://trello.com/c/LG7k93Kf/5-ver-fecha-de-la-%C3%BAltima-actualizaci%C3%B3n,"Como cliente, quiero saber cuando se actualizó por última vez la información de precios.",,,,0,,2,0,0,0,2025-10-05T00:41:52.794Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1bedefdd83ef58eb1e288,Uso de la herramienta desde dispositivos móviles.,https://trello.com/c/s4xmSsuG/6-uso-de-la-herramienta-desde-dispositivos-m%C3%B3viles,"Como usuario, quiero poder usar la herramienta desde mi celular sin problemas de visualización.",,,,0,,2,0,0,0,2025-10-05T00:43:39.884Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1bf9c9e58fe915544cc35,Reportar un precio incorrecto.,https://trello.com/c/t8siYfMm/7-reportar-un-precio-incorrecto,"Como cliente, quiero poder reportar si existe un precio erróneo o desactualizado.",,,,0,,2,0,0,0,2025-10-05T00:46:25.971Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1c023f33ce6419b18805d,Ver si hay envío gratis.,https://trello.com/c/cXn2b0Kl/8-ver-si-hay-env%C3%ADo-gratis,"Como cliente, quiero verificar si alguna tienda ofrece envío gratuito con cierto producto.",,,,0,,2,0,0,0,2025-10-05T00:48:56.133Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1c096799930322d52babb,Agrupar correctamente el mismo modelo de un producto.,https://trello.com/c/UjtxKvPN/9-agrupar-correctamente-el-mismo-modelo-de-un-producto,"Como cliente, quiero que el sistema reconozca la búsqueda realizada en base al modelo de un producto, aunque sea buscado de maneras diferentes.",,,,0,,2,0,0,0,2025-10-05T00:52:07.348Z,68dca378ee1e9ab827c78901,Lista de tareas,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1c1bfca124313029d0ee1,Definir Requisitos Funcionales y No Funcionales.,https://trello.com/c/WtaGsL4C/14-definir-requisitos-funcionales-y-no-funcionales,,(yellow),,,0,,0,0,0,0,2025-10-05T00:56:38.802Z,68def53bf97175d7d0ffcbd5,En prueba - Comprobando,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,false,
68e1c19bdb09364e1748fe29,Plantear la problemática.,https://trello.com/c/mbUasbsz/12-plantear-la-problem%C3%A1tica,,(green),,,0,,0,0,0,0,2025-10-05T00:56:45.254Z,68dca378ee1e9ab827c78903,Hecho,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,true,
68e1c17c90f741153a81f4a4,Definir alcance.,https://trello.com/c/imEIFHFj/10-definir-alcance,,(green),,,0,,0,0,0,0,2025-10-05T00:56:54.563Z,68dca378ee1e9ab827c78903,Hecho,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,true,
68e1c18632cca11181dd6def,Establecer los objetivos.,https://trello.com/c/8LZjbDGI/11-establecer-los-objetivos,,(green),,,0,,0,0,0,0,2025-10-05T00:56:59.454Z,68dca378ee1e9ab827c78903,Hecho,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,true,
68e1c1a4b163778b56539a3e,Hacer el levantamiento de información.,https://trello.com/c/BZU6qopW/13-hacer-el-levantamiento-de-informaci%C3%B3n,,(green),,,0,,0,0,0,0,2025-10-05T00:57:27.599Z,68dca378ee1e9ab827c78903,Hecho,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,true,
68e1c1f0fc6a2beb390fd79f,Definir los stakeholders.,https://trello.com/c/fv0nO7Tl/16-definir-los-stakeholders,,(green),,,0,,0,0,0,0,2025-10-05T00:57:31.072Z,68dca378ee1e9ab827c78903,Hecho,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,true,
68e1c1e723bf54bc71242963,Medir los riesgos.,https://trello.com/c/IPNuN1E3/15-medir-los-riesgos,,(green),,,0,,0,0,0,0,2025-10-05T00:57:34.816Z,68dca378ee1e9ab827c78903,Hecho,68dca378ee1e9ab827c788c4,Analisis Diseño Sistemas,false,,true,
